Risk ID,Risk Description,Potential Impact,Tech Stack,Category of Risks
ADE-015,"Inadequate access controls within data catalogs, allowing unauthorized users to discover and access sensitive data assets.","Internal data leakage, compliance violations.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-016,"Data quality issues in source systems propagating through ETL/ELT pipelines, leading to 'garbage in, garbage out' for AI/ML models.","Inaccurate analytics, flawed business decisions, loss of trust in data.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-017,"Insecure serialization of ML models, where a malicious actor could craft a compromised model file that executes arbitrary code when loaded.","Remote code execution on the model serving infrastructure, system compromise.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-018,"Lack of explainability (XAI) frameworks for black-box models, making it impossible to justify critical decisions (e.g., loan rejection) to regulators or customers.","Regulatory fines, legal challenges, reputational damage.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-019,"Mismanagement of secrets (e.g., database credentials, API keys) within data pipeline orchestration tools like Airflow or Prefect.","Unauthorized access to data sources and sinks, data exfiltration.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-020,"Adversarial attacks where subtle, imperceptible perturbations are added to input data to cause the model to misclassify it.","Bypass of security systems (e.g., fraud detection), incorrect medical diagnoses, system manipulation.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-021,"Bottlenecks in data streaming integrations (e.g., Kafka, Kinesis) causing data lag and preventing real-time analytics and model inference.","Stale insights, delayed alerting, poor user experience.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-022,"Violation of third-party AI service usage policies, leading to service termination or legal action.","Disruption of AI-dependent services, unexpected costs, legal entanglements.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-023,"Failure to implement role-based access control (RBAC) within data platforms, granting data scientists excessive permissions beyond their project scope.","Unauthorized data access, accidental data modification, internal security threats.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-024,"Intellectual property theft of proprietary ML models by insiders or through a system compromise.","Loss of competitive advantage, financial loss.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-025,"Unfairness or bias embedded in ML models due to skewed training data, leading to discriminatory outcomes against protected groups.","Reputational damage, legal action, loss of customer trust, regulatory penalties.",Architecture - Integration,AI and Data Engineering Specific Risks
